old_name,new_name,old_name_alt,new_name_alt,type,region,district,year_from,year_to,reason,period,source,latitude,longitude,notes
Станіслав,Івано-Франківськ,Stanislav;Станислав;Stanisławów,Ivano-Frankivsk,місто,Івано-Франківська область,,1662,1962,радянізація,радянський,Енциклопедія історії України,48.9226,24.7111,Обласний центр
Кодак,Катеринослав,Kodak;Кодак,Ekaterinoslav,місто,Дніпропетровська область,,1635,1776,імперське_перейменування,імперія_російська,Енциклопедія історії України,48.4647,35.0462,Назва на честь Катерини II
Хаджибей,Одеса,Hacıbey;Хаджибей,Odesa;Одесса,місто,Одеська область,,1415,1794,імперське_перейменування,імперія_російська,Енциклопедія історії України,46.4825,30.7233,Портове місто
Ак-Мечеть,Сімферополь,Ak-Mechet;Ак-Мечеть,Simferopol,місто,АР Крим,,1500,1784,імперське_перейменування,імперія_російська,Енциклопедія історії України,44.9521,34.1024,Столиця Криму
Кафа,Феодосія,Kaffa;Кафа,Feodosia,місто,АР Крим,,1266,1784,імперське_перейменування,імперія_російська,Енциклопедія історії України,45.0319,35.3825,Генуезьке місто
Гезлев,Євпаторія,Gözleve;Гезлев,Yevpatoria,місто,АР Крим,,1400,1784,імперське_перейменування,імперія_російська,Енциклопедія історії України,45.1908,33.3667,
Ахтіар,Севастополь,Akhtiаr;Ахтиар,Sevastopol,місто,АР Крим,,1475,1783,імперське_перейменування,імперія_російська,Енциклопедія історії України,44.6167,33.5254,Військовий порт
Олешки,Цюрупинськ,Oleshky;Алёшки,Tsiurupynsk,місто,Херсонська область,,1711,1928,радянізація,радянський,Енциклопедія історії України,46.6500,32.7667,
Цюрупинськ,Олешки,Tsiurupynsk,Oleshky,місто,Херсонська область,,1928,2016,декомунізація,незалежність,Постанова ВРУ,46.6500,32.7667,Повернення історичної назви
Lemberg,Львів,Lemberg;Lwów;Leopolis,Lviv;Львов,місто,Львівська область,,1256,1939,українізація,радянський,Енциклопедія історії України,49.8397,24.0297,Обласний центр
Czernowitz,Чернівці,Czernowitz;Cernăuți;Черновцы,Chernivtsi,місто,Чернівецька область,,1408,1944,українізація,радянський,Енциклопедія історії України,48.2920,25.9358,Обласний центр
Ungvár,Ужгород,Ungvár;Užhorod,Uzhhorod;Ужгород,місто,Закарпатська область,,903,1945,українізація,радянський,Енциклопедія історії України,48.6208,22.2879,Обласний центр
Stanislau,Станіслав,Stanislau;Stanisławów,Stanislav,місто,Івано-Франківська область,,1662,1939,українізація,радянський,Енциклопедія історії України,48.9226,24.7111,
Kolomea,Коломия,Kolomea;Kołomyja,Kolomyia,місто,Івано-Франківська область,,1241,1939,українізація,радянський,Енциклопедія історії України,48.5317,25.0383,
Tarnopol,Тернопіль,Tarnopol;Тернополь,Ternopil,місто,Тернопільська область,,1540,1939,українізація,радянський,Енциклопедія історії України,49.5535,25.5948,Обласний центр
Drohobycz,Дрогобич,Drohobycz;Дрогобыч,Drohobych,місто,Львівська область,,1238,1939,українізація,радянський,Енциклопедія історії України,49.3500,23.5000,
Stryj,Стрий,Stryj;Стрый,Stryi,місто,Львівська область,,1385,1939,українізація,радянський,Енциклопедія історії України,49.2556,23.8500,
Sambor,Самбір,Sambor;Самбор,Sambir,місто,Львівська область,,1390,1939,українізація,радянський,Енциклопедія історії України,49.5167,23.2000,
Munkács,Мукачево,Munkács;Мукачево,Mukachevo,місто,Закарпатська область,,903,1945,українізація,радянський,Енциклопедія історії України,48.4417,22.7178,
Berehove,Берегово,Beregszász;Berehove,Berehovo,місто,Закарпатська область,,1063,1945,українізація,радянський,Енциклопедія історії України,48.2056,22.6444,
Chust,Хуст,Huszt;Chust,Khust,місто,Закарпатська область,,1329,1945,українізація,радянський,Енциклопедія історії України,48.1833,23.3000,
Самар,Новомосковськ,Samar;Самар,Novomoskovsk,місто,Дніпропетровська область,,1656,1794,імперське_перейменування,імперія_російська,Енциклопедія історії України,48.6333,35.2333,Козацьке місто
Січ Запорозька,Нікополь,Sich Zaporozka,Nikopol,місто,Дніпропетровська область,,1530,1648,козацька_назва,козацька_доба,Енциклопедія історії України,47.5667,34.4000,Козацька столиця
Кодак,Дніпропетровськ,Kodak,Dnipropetrovsk,місто,Дніпропетровська область,,1635,1776,імперське_перейменування,імперія_російська,Енциклопедія історії України,48.4647,35.0462,Козацька фортеця
Батурин,Батурин,Baturyn,Baturyn,смт,Чернігівська область,,1575,1708,гетьманська_столиця,козацька_доба,Енциклопедія історії України,51.3333,32.8833,Гетьманська столиця
Глухів,Глухів,Hlukhiv,Hlukhiv,місто,Сумська область,,1155,1708,гетьманська_столиця,козацька_доба,Енциклопедія історії України,51.6833,33.9167,Гетьманська столиця
Чигирин,Чигирин,Chyhyryn,Chyhyryn,місто,Черкаська область,,1589,1648,гетьманська_столиця,козацька_доба,Енциклопедія історії України,49.0833,32.6500,Столиця Хмельницького
Комсомольське,Молодіжне,,,село,Вінницька область,Вінницький район,1930,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Калинівка,,,село,Вінницька область,Калинівський район,1925,2016,декомунізація,незалежність,Постанова ВРУ,,,
Червоний Прапор,Вишневе,,,село,Вінницька область,Жмеринський район,1927,2016,декомунізація,незалежність,Постанова ВРУ,,,
Кірове,Степове,,,село,Вінницька область,Тульчинський район,1935,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Вільне,,,село,Вінницька область,Хмільницький район,1929,2016,декомунізація,незалежність,Постанова ВРУ,,,
Червоноармійське,Славне,,,село,Волинська область,Луцький район,1930,2016,декомунізація,незалежність,Постанова ВРУ,,,
Ленінське,Нове,,,село,Волинська область,Ковельський район,1924,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтнева,Осіння,,,село,Волинська область,Володимирський район,1928,2016,декомунізація,незалежність,Постанова ВРУ,,,
Комінтерн,Злагода,,,село,Волинська область,Камінь-Каширський район,1932,2016,декомунізація,незалежність,Постанова ВРУ,,,
Калініна,Калинове,,,село,Дніпропетровська область,Криворізький район,1935,2016,декомунізація,незалежність,Постанова ВРУ,,,
Свердлова,Промислове,,,село,Дніпропетровська область,Нікопольський район,1930,2016,декомунізація,незалежність,Постанова ВРУ,,,
Червоний Жовтень,Жовтень,,,село,Дніпропетровська область,Криничанський район,1927,2016,декомунізація,незалежність,Постанова ВРУ,,,
Першотравень,Травень,,,село,Дніпропетровська область,Павлоградський район,1929,2016,декомунізація,незалежність,Постанова ВРУ,,,
Червона Зірка,Зоряне,,,село,Донецька область,Волноваський район,1925,2016,декомунізація,незалежність,Постанова ВРУ,,,
Ілліча,Сонячне,,,село,Донецька область,Мар'їнський район,1932,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневий,Осінній,,,село,Донецька область,Новоазовський район,1928,2016,декомунізація,незалежність,Постанова ВРУ,,,
Комуніст,Демократ,,,село,Донецька область,Великоновосілківський район,1930,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Ясне,,,село,Житомирська область,Житомирський район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянська,Світла,,,село,Житомирська область,Бердичівський район,1929,2016,декомунізація,незалежність,Постанова ВРУ,,,
Ленінка,Новенька,,,село,Житомирська область,Коростенський район,1924,2016,декомунізація,незалежність,Постанова ВРУ,,,
Червоногвардійське,Козаче,,,село,Запорізька область,Запорізький район,1931,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Степове,,,село,Запорізька область,Мелітопольський район,1927,2016,декомунізація,незалежність,Постанова ВРУ,,,
Кірове,Польове,,,село,Запорізька область,Бердянський район,1935,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянська,Карпатська,,,село,Івано-Франківська область,Івано-Франківський район,1945,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтень,Осінь,,,село,Івано-Франківська область,Калуський район,1947,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Вишневе,,,село,Київська область,Білоцерківський район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Червоне,Біле,,,село,Київська область,Бориспільський район,1928,2016,декомунізація,незалежність,Постанова ВРУ,,,
Кірова,Садова,,,село,Київська область,Броварський район,1935,2016,декомунізація,незалежність,Постанова ВРУ,,,
Комсомольське,Молодіжне,,,село,Київська область,Васильківський район,1930,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Сонячне,,,село,Кіровоградська область,Кропивницький район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Кірове,Нове,,,село,Кіровоградська область,Олександрійський район,1935,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Вільне,,,село,Кіровоградська область,Новоукраїнський район,1929,2016,декомунізація,незалежність,Постанова ВРУ,,,
Ворошилівка,Гірське,,,село,Луганська область,Сєвєродонецький район,1935,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Осіннє,,,село,Луганська область,Старобільський район,1927,2016,декомунізація,незалежність,Постанова ВРУ,,,
Кірове,Шахтарське,,,село,Луганська область,Алчевський район,1935,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Галицьке,,,село,Львівська область,Львівський район,1945,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтень,Осінь,,,село,Львівська область,Стрийський район,1947,2016,декомунізація,незалежність,Постанова ВРУ,,,
Комінтерн,Українське,,,село,Львівська область,Самбірський район,1948,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Степове,,,село,Миколаївська область,Миколаївський район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Червоне,Біле,,,село,Миколаївська область,Баштанський район,1928,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Вільне,,,село,Миколаївська область,Вознесенський район,1929,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Світле,,,село,Одеська область,Одеський район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Комінтернівське,Доброславське,,,село,Одеська область,Білгород-Дністровський район,1938,2016,декомунізація,незалежність,Постанова ВРУ,,,
Кірове,Садове,,,село,Одеська область,Подільський район,1935,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Гречане,,,село,Полтавська область,Полтавський район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Комсомольське,Юнацьке,,,село,Полтавська область,Кременчуцький район,1930,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Народне,,,село,Полтавська область,Миргородський район,1929,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Калинове,,,село,Рівненська область,Рівненський район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Вільне,,,село,Рівненська область,Дубенський район,1945,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Сонячне,,,село,Сумська область,Сумський район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Кірове,Нове,,,село,Сумська область,Конотопський район,1935,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Українське,,,село,Сумська область,Шосткинський район,1929,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Галицьке,,,село,Тернопільська область,Тернопільський район,1945,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтень,Осінь,,,село,Тернопільська область,Чортківський район,1947,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Вишневе,,,село,Харківська область,Харківський район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Червоне,Біле,,,село,Харківська область,Ізюмський район,1928,2016,декомунізація,незалежність,Постанова ВРУ,,,
Кірове,Степове,,,село,Харківська область,Лозівський район,1935,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Українське,,,село,Харківська область,Куп'янський район,1929,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Степове,,,село,Херсонська область,Херсонський район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Червоне,Біле,,,село,Херсонська область,Каховський район,1928,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Вільне,,,село,Херсонська область,Скадовський район,1929,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Подільське,,,село,Хмельницька область,Хмельницький район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Вільне,,,село,Хмельницька область,Кам'янець-Подільський район,1929,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Соняшникове,,,село,Черкаська область,Черкаський район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Кірове,Нове,,,село,Черкаська область,Уманський район,1935,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Козацьке,,,село,Черкаська область,Золотоніський район,1929,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Буковинське,,,село,Чернівецька область,Чернівецький район,1945,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтень,Осінь,,,село,Чернівецька область,Вижницький район,1947,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Поліське,,,село,Чернігівська область,Чернігівський район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Кірове,Нове,,,село,Чернігівська область,Ніжинський район,1935,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Козацьке,,,село,Чернігівська область,Прилуцький район,1929,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Кримське,,,село,АР Крим,Сімферопольський район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Кірове,Степове,,,село,АР Крим,Красногвардійський район,1935,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Вільне,,,село,АР Крим,Роздольненський район,1929,2016,декомунізація,незалежність,Постанова ВРУ,,,
Червона Армія,Армійське,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пролетарське,Робітниче,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Більшовик,Перемога,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Серп і Молот,Хлібороб,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Вісті,Новини,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Зірка,Зоряне,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ленінська Іскра,Світанок,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтневий Шлях,Новий Шлях,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червоний Партизан,Вільний Партизан,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуна,Громада,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянська Воля,Воля,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червона Волинь,Волинь,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ленінград,Петроград,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталінград,Волгоград,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтнева Перемога,Перемога,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комсомол,Юність,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Піонер,Молодь,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Октябрь,Осінь,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Правда,Істина,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуніст,Демократ,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталінське,Новодніпровське,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Шевченка,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Кіровське,Нікопольське,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського,Січове,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артемівка,Козацька,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилівка,Запорозька,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Орджонікідзевське,Покровське,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського,Гетьманське,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Чапаєва,Отаманське,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Будьонного,Кіннотне,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе,Полкове,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса,Сотенне,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського,Куренне,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пархоменка,Паланкове,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Лазо,Козаче,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталінівка,Новодонецьке,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніне,Шахтарське,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комінтерн,Гірницьке,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Більшовицьке,Вугільне,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пролетарка,Робітнича,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянська Україна,Україна,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червоний Донбас,Донбас,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтнева Зоря,Зоря,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Першотравневий,Травневий,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комсомольський,Юнацький,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Калінівка,Калинівка,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилове,Степове,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтневий Прапор,Прапор,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червона Гвардія,Гвардія,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянський Шахтар,Шахтар,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталінівське,Новожитомирське,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Поліське,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Кірова,Лісове,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червоний Жовтень,Осінній,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянська Житомирщина,Житомирщина,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуністична,Демократична,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Більшовицька,Вільна,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пролетарська,Трудова,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтнева Правда,Правда,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червоне Полісся,Полісся,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянське Закарпаття,Закарпаття,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтневе Закарпаття,Верховинське,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуністична,Карпатська,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Шевченка,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Кірова,Гірське,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталіна,Полонинське,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова,Долинне,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Будьонного,Річкове,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе,Водоспадне,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса,Смерекове,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталінівка,Запорозька,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Козаче,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комінтерн,Січове,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Більшовик,Вільне,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пролетар,Трудове,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтневий,Осінній,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянський,Степовий,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуніст,Демократ,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червона Зірка,Зірка,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Першотравневий,Травневий,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комсомольський,Юнацький,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Калінінський,Калиновий,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилівський,Запорозький,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинський,Січовий,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артемівський,Козацький,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянська Галичина,Галичина,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтнева Галичина,Прикарпаття,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуністична,Карпатська,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Шевченка,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Кірова,Гуцульське,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталіна,Бойківське,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова,Лемківське,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Будьонного,Верховинське,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе,Долинне,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса,Прут,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталінівка,Новокиївське,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Шевченка,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комінтерн,Дніпровське,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Більшовик,Вільне,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пролетар,Трудове,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтневий,Осінній,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянський,Поліський,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуніст,Демократ,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червона Зірка,Зірка,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
